Sonnet Number,Variation Number,Variation Text
103,2,"Ah, me! What destitution haunts my art,
That, given ample room to spread its wings,
The naked subject steals the lion's part,
And leaves my praises but as tinsel strings.
Spare me your scorn, if now I fail to soar!
Look to the glass, and there behold a face
That leaves my art bereft, and shorn of lore,
O'erwhelmed by beauty's vast, unmatched grace.
Shall I, then, mar the work that wants no aid,
By striving to improve what Nature made?
My verses but one end in view are laid,
To celebrate your worth, in part displayed.
  Yet, still, your mirror shows what words can't hold,
  The boundless beauty, when you look and scold.

"
103,3,"Alas, what meager gifts my muse imparts,
When such grand vistas open at her feet,
The unadorned theme outshines my starts,
And leaves my added praises but as sweet.
Despair not of my verse, if now it flags!
Consult the mirror, and the truth appears,
A countenance that eclipses all my pages,
Dimming my lines, and leaving naught but tears.
Would it not wrong the subject, to amend,
The work that thrives, devoid of mortal aid?
My verses but one aim, in truth, intend,
To laud your virtues, and your graces spread.
  And yet, your glass reveals what words can't say,
  The full-orbed perfection of your face."
104,1,"For thee, dear confidant, time's touch is rare,
In your presence, age and I are estranged.
As in our youth, when first our eyes met there,
Your visage holds the beauty that it gained.
Three winters' chill and summers' blazing heat
Have passed, yet green remains the forest's grace.
Three springs of life have bloomed and then retreated,
Yet three warm autumns failed to mar your face.
Three scents of April in three Junes did wane,
Since first I glimpsed your youth, forever green.
Alas, beauty's touch, like time's unseen hand,
Steals from our sight, unperceived, yet ever swift.
Your charm remains, yet seems to move and shift.

"
104,2,"To my esteemed friend, age holds no claim,
For in your presence, time itself seems lost.
As when we met, your beauty still the same,
No winter's frost nor summer's scorching boast
Can dim your visage or its splendor fade.
Three winters' cold and summers' burning heat
Have passed, yet spring's rebirth and autumn's shade
Retain their verdant hue, as seasons meet.
Three April breezes in three Junes did blow,
Since first I saw your youth, forever so.
Ah, yet the hand of beauty, like a ghost,
Steals from our grasp, unseen, yet ever near.
Your charm remains, and time's illusions clear.

"
104,3,"My revered friend, time's passage marks not thee,
In your embrace, age fades into the night.
As when we met, your beauty shines for me,
Unyielding to the years, both dark and light.
Three winters' chill and summers' ardent fire
Have passed, yet green the forest's boughs remain.
Three springs of life have bloomed, then left in mire,
Three autumns waned, yet left no trace in vain.
Three April blossoms in three Junes did bloom,
Since first I saw your youth, forever bright.
Alas, beauty's touch, like time's unseen hand,
Steals from our sight, unperceived, yet ever swift.
Your charm endures, through time's illusions sift."
105,1,"Let not my affection be labeled idolatry,
Nor my cherished one displayed as a false god,
For my melodies and tributes, equal in purity,
I offer to one soul, steadfast and adored.

My affection is gentle today, tender tomorrow,
In a marvelous consistency it remains;
Thus, my verse, steadfast in its rhythm's flow,
One emotion echoing, shuns superfluous refrains.

""Beautiful, loving, and genuine"" is all my plea,
""Beautiful, loving, and genuine,"" I sing in varying keys;
In this transformation, my creativity finds its decree,
Three notions combined, opening a world of possibilities.

""Beautiful,"" ""loving,"" and ""genuine"" have long been apart,
Now united in harmony, they forever play their part.

"
105,2,"Let not my devotion be named idolatry,
Nor my beloved treated as a hollow symbol,
For my ballads and praises, pure as a crystal sea,
I dedicate to one, unique and perpetual.

My love is tender today, compassionate tomorrow,
In a wondrous constancy, it never wavers;
Thus, my verse, steadfast in its rhythm's throes,
One emotion it sings, shunning empty graves.

""Graceful, caring, and sincere"" is all my plea,
""Graceful, caring, and sincere,"" I compose in shifting hues;
In this metamorphosis, my inspiration takes the lead,
Three aspects combined, opening a universe of views.

""Graceful,"" ""caring,"" and ""sincere"" have danced as separate souls,
Now entwined in harmony, they play their eternal roles.

"
105,3,"Let not my passion be marked as idolatry,
Nor my beloved seen as a deceptive icon,
For my odes and praises, clear as a mountain spring,
I pen for one, genuine and never gone.

My love is warm today, affectionate tomorrow,
In a marvelous constancy, it never fades;
Thus, my verse, steadfast in its rhythm's flow,
One sentiment it voices, unburdened by clichés.

""Charming, loving, and true"" is all my claim,
""Charming, loving, and true,"" I express in diverse ways;
In this evolution, my artistry takes the reins,
Three facets combined, opening a realm of new phases.

""Charming,"" ""loving,"" and ""true"" have soared in different skies,
Now united in harmony, they forever rise."
106,1,"In the annals of squandered moments past,
I find accounts of those whose beauty graced,
And verses penned in praise of love that lasted,
Of noble hearts and visages chaste.
Within ancient lauds of elegance rare,
Of form, of gait, of smile, of gaze, of brow,
I perceive their quills would have likened fair
A beauty such as now you wear somehow.
Thus all their praises serve as oracles,
Of this our age, all pointing to you;
And for they saw with prescient sight that tolls,
Their words fell short in capturing truth of you.
  For we who dwell in this resplendent now,
  Have eyes to marvel, but voices that fail to endow.

"
106,2,"Within the record of time misspent,
I see depictions of the fairest beings,
And ancient verse extolling love lament,
Of gallant knights and lovely dreamings.
In the heraldry of beauty's finest hour,
Of touch, of step, of whisper, of sight,
I sense their words could summon such power,
To paint a visage such as thine in light.
So all their praises prove but shadows cast,
Of this our time, all heralding thee;
And for they glimpsed through veils of past unfast,
Their songs fell short in capturing thee.
  For we who stand in this enlightened age,
  Have eyes to see, but voices that turn pale with age.

"
106,3,"Within the annals of time ill-spent,
I find portraits of the loveliest of beings,
And ancient verse that love's sweet sorrow lent,
Of chivalrous knights and lovely visions.
In the blazonry of beauty's zenith high,
Of skin, of stride, of murmur, of glance,
I observe their quills could amplify,
A visage such as thine in subtle dance.
So all their praises whisper echoes,
Of this our age, all foretelling thee;
And for they peered through veils of past shadows,
Their voices wavered, lacking clarity.
  For we who inhabit this radiant now,
  Have eyes to witness, but voices that hesitate to allow."
107,1,"Away, my qualms and seers' visions of dread,
World's vast canvas of future events,
Cannot shackle my true love's time, I've said,
Imagined lost to a fate unbending.
The lunar eclipse, the world's weeping done,
Augurs' despair now mocks their darkest fears;
Uncertainties now don the cloak of ""done,""
And tranquility its olive wreath wears.
Now, bathed in this season's gentle rain,
My love blooms, and Death concedes my right,
For in these lines, though shadows may remain,
I'll thrive, outlasting tyrants' final night.
  Here, in this verse, your tribute shall endure,
  When all their monuments of brass are pure.

"
107,2,"My own apprehensions nor the wide world's,
Dreaming of what the future may unfold,
Can steal my true love's time, as I assert,
Believed to be confined by doom's hold.
The lunar shadow's reign has passed away,
And soothsayers' tears now mock their direst cries;
Doubts now are crowned with certainty's array,
And calmness brings its endless olive skies.
Now, bathed in this season's sweetest dew,
My love rejuvenates, and Death concedes,
For through these lines, though shadows may ensue,
I'll persevere, outlasting those who fled.
  In this humble verse, your testament lives,
  When tyrants' names and bronze-bound tombs forgive.

"
